post no,text,cleaned_text,likes,comments,sender,time,url,language
982.0,"#982
আমার এক বান্ধবীকে ক্লাস শেষে বেশির ভাগ সময় একটা ছেলের সাথে ঘুরতে দেখা যায়।ক্লাসে ও তাদের বেশির ভাগ সময় একসাথে গল্প করতে দেখা যায়।প্রতি বৃহস্পতিবার শুক্রবার তাদের ২ জনকে খুলনা শহরের কোন রেস্তোরাঁয় দেখা যায়।যেখানেই থাকুক, সবসময়  ওরা দুইজন একসাথে। মজার বিষয় হল ওদের জিজ্ঞেস করলেই বলে ওরা নাকি খুব ভালো ফ্রেন্ড।প্রেম করতেছে এটা স্বীকার করে না। আমার জানার খুব আগ্রহ মেয়েরা প্রেম করতেছে এটা স্বীকার করতে চায় না কেন?

~ইইই'২১","আমার এক বান্ধবীকে ক্লাস শেষে বেশির ভাগ সময় একটা ছেলের সাথে ঘুরতে দেখা যায়।ক্লাসে ও তাদের বেশির ভাগ সময় একসাথে গল্প করতে দেখা যায়।প্রতি বৃহস্পতিবার শুক্রবার তাদের ২ জনকে খুলনা শহরের কোন রেস্তোরাঁয় দেখা যায়।যেখানেই থাকুক, সবসময়  ওরা দুইজন একসাথে। মজার বিষয় হল ওদের জিজ্ঞেস করলেই বলে ওরা নাকি খুব ভালো ফ্রেন্ড।প্রেম করতেছে এটা স্বীকার করে না। আমার জানার খুব আগ্রহ মেয়েরা প্রেম করতেছে এটা স্বীকার করতে চায় না কেন? ",416,98.0,ইইই'২১,2024-08-27 15:59:27,https://www.facebook.com/61554694872000/posts/122173450034156495,Bangla
980.0,"#980
Reply to #965

যেসব পোস্টে Dumb নামক শব্দ ব্যবহৃত হয়,সেখানে মেয়েরা বেশি রিয়্যাক্ট আর কমেন্ট করে।তাদের কাছে কি এটা বেশি রিলেটেবল ঠেঁকে?
-প্লুটো(EEE'22)","Reply to #965  যেসব পোস্টে Dumb নামক শব্দ ব্যবহৃত হয়,সেখানে মেয়েরা বেশি রিয়্যাক্ট আর কমেন্ট করে।তাদের কাছে কি এটা বেশি রিলেটেবল ঠেঁকে? -প্লুটো(EEE'22)",32,2.0,,2024-08-27 15:34:10,https://www.facebook.com/61554694872000/posts/122173446086156495,Bangla
979.0,"#979
ইউ গাইজ, প্লিজ ডোন্ট স্টপ

আর কয়েকটা এক্সপোজ অ্যান্ড কনফেশন পোস্ট পেলেই 27 August কে আমরা ""KUET ECE Spill-the beans DAY"" or ""KUET ECE Scandal DAY"" হিসেবে সেলিব্রেট করতে পারবো। 

~anonymous","ইউ গাইজ, প্লিজ ডোন্ট স্টপ  আর কয়েকটা এক্সপোজ অ্যান্ড কনফেশন পোস্ট পেলেই 27 August কে আমরা ""KUET ECE Spill-the beans DAY"" or ""KUET ECE Scandal DAY"" হিসেবে সেলিব্রেট করতে পারবো।  ",155,0.0,anonymous,2024-08-27 15:24:54,https://www.facebook.com/61554694872000/posts/122173444586156495,Bangla
976.0,"#976
এই ছেলের বিষয়ে কুয়েটিয়ান দের অবস্থান নিশ্চিত করতে আহবান জানাচ্ছি

~MD Abir Hossain Naim (MSE'18)",এই ছেলের বিষয়ে কুয়েটিয়ান দের অবস্থান নিশ্চিত করতে আহবান জানাচ্ছি ,60,12.0,MD Abir Hossain Naim (MSE'18),2024-08-27 10:35:51,https://www.facebook.com/61554694872000/posts/122173380776156495,Bangla
975.0,"#975
বছর দশেক আগের কথা।স্কুলের প্রথম দিনে একটি ছেলের নাক ভচকে দিয়েছিলাম। ছেলেটি গত চৌদ্দ বছর ধরে আমার প্রিয় মিত্র। 

~গডফাদার রহমান",বছর দশেক আগের কথা।স্কুলের প্রথম দিনে একটি ছেলের নাক ভচকে দিয়েছিলাম। ছেলেটি গত চৌদ্দ বছর ধরে আমার প্রিয় মিত্র।  ,79,8.0,গডফাদার রহমান,2024-08-27 05:48:44,https://www.facebook.com/61554694872000/posts/122173345922156495,Bangla
974.0,"#974
স্মরণ করছি, ইসিইর সেই বড় ভাইকে যিনি আমাদের এক ব্যাচমেটকে পছন্দ করতেন, তার সাথে কোনো ছেলে কথা বললে বা রাস্তায় হাটলে, এবং তিনি সেটা দেখে ফেললে, পরবর্তী হল কল/ডিপার্টমেন্টাল কলে ডেকে উত্তম-মধ্যম দিতেন।

বিদ্র: তিনি যখন আমাদের ব্যাচমেটকে মনের কথা জানান, দু বাক্যে রিজেক্ট হন।

~anonymous","স্মরণ করছি, ইসিইর সেই বড় ভাইকে যিনি আমাদের এক ব্যাচমেটকে পছন্দ করতেন, তার সাথে কোনো ছেলে কথা বললে বা রাস্তায় হাটলে, এবং তিনি সেটা দেখে ফেললে, পরবর্তী হল কল/ডিপার্টমেন্টাল কলে ডেকে উত্তম-মধ্যম দিতেন।  বিদ্র: তিনি যখন আমাদের ব্যাচমেটকে মনের কথা জানান, দু বাক্যে রিজেক্ট হন। ",489,40.0,anonymous,2024-08-27 05:35:44,https://www.facebook.com/61554694872000/posts/122173344308156495,Bangla
970.0,"#970
নতুন ভিসিকে চিনি না।

আগে এ ধরনের ইস্যুতে নিঝুম মজুতদারের আইডিতে গিয়ে উঁকি মারতাম। সে বিরোধিতা করলেই বুঝতে পারতাম সব ঠিক আছে। সে সাপোর্ট করলেই বুঝতে পারতাম ঘাপলা আছে।

সে গর্তে চলে যাওয়ায় এখন ভীষণ বিপদে আছি। বুঝতে পারছি না কখন কাকে সাপোর্ট করতে হবে।

প্লীজ সাজেস্ট মি সাম নিউ ফিল্টার্স। কাকে কাকে ফলো করা উচিত?

~anonymous",নতুন ভিসিকে চিনি না।  আগে এ ধরনের ইস্যুতে নিঝুম মজুতদারের আইডিতে গিয়ে উঁকি মারতাম। সে বিরোধিতা করলেই বুঝতে পারতাম সব ঠিক আছে। সে সাপোর্ট করলেই বুঝতে পারতাম ঘাপলা আছে।  সে গর্তে চলে যাওয়ায় এখন ভীষণ বিপদে আছি। বুঝতে পারছি না কখন কাকে সাপোর্ট করতে হবে।  প্লীজ সাজেস্ট মি সাম নিউ ফিল্টার্স। কাকে কাকে ফলো করা উচিত? ,169,8.0,anonymous,2024-08-27 05:19:33,https://www.facebook.com/61554694872000/posts/122173342508156495,Bangla
966.0,"#966
ভাই, রশীদের পোলাপান পাগলায় গেছে পুরা।রশীদে মাসব্যাপী রাজভোগের মহোৎসব চলতেছে একেবারে।
ডাইনিং এর দায়িত্ব সাধারণ ছাত্রদের কাছে আসার পর থেকে পালাকরে একেকজন ম্যানেজার থাকতেছে একেকদিন। দুপুরে রুই মাছের কারি তো রাতে ফ্রাইড রাইস, চিকেন, চাইনিজ ভেজ।দুপুরে গ্রাস কার্প/চিকেন ভুনা, খাসির মাথা দিয়ে মুগডাল তো রাতে ভুনা খিচুরি,চিকেন দোপেয়াজা,বেগুন ভাজি বা কোনও দিন পোলাও, রোস্ট, ঘন ডাল, পায়েস।
যদিও মানুষ কম থাকায় দুই বেলা সামান্য বেশি চার্জ নেয়া হচ্ছে, তবে হলেও যে কন্টিনিউয়াস ভালো খাবার দেয়া যায় সেটা দেখিয়ে দিচ্ছে সাধারণ ছাত্ররা।
গত দুই সপ্তাহে ওজন গড়ে দেড়েক কেজি করে বেড়েছে বলেও শোনা যাচ্ছে।

~anonymous","ভাই, রশীদের পোলাপান পাগলায় গেছে পুরা।রশীদে মাসব্যাপী রাজভোগের মহোৎসব চলতেছে একেবারে। ডাইনিং এর দায়িত্ব সাধারণ ছাত্রদের কাছে আসার পর থেকে পালাকরে একেকজন ম্যানেজার থাকতেছে একেকদিন। দুপুরে রুই মাছের কারি তো রাতে ফ্রাইড রাইস, চিকেন, চাইনিজ ভেজ।দুপুরে গ্রাস কার্প/চিকেন ভুনা, খাসির মাথা দিয়ে মুগডাল তো রাতে ভুনা খিচুরি,চিকেন দোপেয়াজা,বেগুন ভাজি বা কোনও দিন পোলাও, রোস্ট, ঘন ডাল, পায়েস। যদিও মানুষ কম থাকায় দুই বেলা সামান্য বেশি চার্জ নেয়া হচ্ছে, তবে হলেও যে কন্টিনিউয়াস ভালো খাবার দেয়া যায় সেটা দেখিয়ে দিচ্ছে সাধারণ ছাত্ররা। গত দুই সপ্তাহে ওজন গড়ে দেড়েক কেজি করে বেড়েছে বলেও শোনা যাচ্ছে। ",444,41.0,anonymous,2024-08-26 18:35:07,https://www.facebook.com/61554694872000/posts/122173267940156495,Bangla
964.0,"#964
একটা ছোট্ট ঘটনা শেয়ার করি যেটা আমি ছাড়া আর কেউ জানে না। কখনো যে বলব সেটা কখনো কল্পনাও করিনি। তখন আমি মাত্র ইন্টার ফার্স্ট ইয়ারে পড়ি, সেদিন ছিল আমার জন্মদিনের পরের দিন। আমার আম্মু হঠাৎ সেন্সলেস হয়ে যায়। তো আমার আব্বু আর আমার মামা মিলে আম্মুকে হসপিটালে নিয়ে যায় আর আমাকে বাসায় রেখে যায় কারণ আমিও কিছুটা অসুস্থ ছিলাম।যাই হোক আমার এক কাজিন আমাদের বাসায় তখন এসেছিল যেহেতু আমি একা ছিলাম। আম্মুর অবস্থায়ও ভালো না বেশি। অনেক উৎকণ্ঠা নিয়ে সময় পার করছিলাম এমন সময় হঠাৎ সেই ভাইয়ার আমার রুমে আগমন। আমি কিছু বুঝে ওঠার আগেই আমার উপর ঝাপিয়ে পড়ল সে। অনেক চেষ্টা করেও নিজেকে সামলাতে পারিনি যখন তখনই ফোন বেজে উঠল, আব্বুর ফোন। সেই পিশাচটা তখন কোনোমতে আমাকে ছাড়ল। ফোন ধরার পর জানতে পারলাম আম্মু আর নেই( দুপুরেই স্ট্রোক করেছিলেন)। পায়ের নিচে মনে হল মাটি সরে গেল।একটু আগে আমার সাথে কি হতে যাচ্ছিল সেটা আমি একবারেই ভুলে গেলাম। আমি যেন একবারে কথা বলতে ভুলে গেলাম। মজার ব্যাপার কি জানেন সেই কাজিন কিন্তু আমার আম্মুর দাফন পর্যন্ত ছিল, জানাযায়ও ছিল। আমি কিছু পারিনি বলতে। এখন ও সে আসে আমার আব্বুর কাছে। আমি শুধু ভাবি এরকম একটা জানোয়ারকে কিভাবে আল্লাহ আমার আম্মুর জানাযায় শরীক হতে দিল। কোনোদিন মাফ করিনি আর করব ও না কোনোদিন।

~anonymous","একটা ছোট্ট ঘটনা শেয়ার করি যেটা আমি ছাড়া আর কেউ জানে না। কখনো যে বলব সেটা কখনো কল্পনাও করিনি। তখন আমি মাত্র ইন্টার ফার্স্ট ইয়ারে পড়ি, সেদিন ছিল আমার জন্মদিনের পরের দিন। আমার আম্মু হঠাৎ সেন্সলেস হয়ে যায়। তো আমার আব্বু আর আমার মামা মিলে আম্মুকে হসপিটালে নিয়ে যায় আর আমাকে বাসায় রেখে যায় কারণ আমিও কিছুটা অসুস্থ ছিলাম।যাই হোক আমার এক কাজিন আমাদের বাসায় তখন এসেছিল যেহেতু আমি একা ছিলাম। আম্মুর অবস্থায়ও ভালো না বেশি। অনেক উৎকণ্ঠা নিয়ে সময় পার করছিলাম এমন সময় হঠাৎ সেই ভাইয়ার আমার রুমে আগমন। আমি কিছু বুঝে ওঠার আগেই আমার উপর ঝাপিয়ে পড়ল সে। অনেক চেষ্টা করেও নিজেকে সামলাতে পারিনি যখন তখনই ফোন বেজে উঠল, আব্বুর ফোন। সেই পিশাচটা তখন কোনোমতে আমাকে ছাড়ল। ফোন ধরার পর জানতে পারলাম আম্মু আর নেই( দুপুরেই স্ট্রোক করেছিলেন)। পায়ের নিচে মনে হল মাটি সরে গেল।একটু আগে আমার সাথে কি হতে যাচ্ছিল সেটা আমি একবারেই ভুলে গেলাম। আমি যেন একবারে কথা বলতে ভুলে গেলাম। মজার ব্যাপার কি জানেন সেই কাজিন কিন্তু আমার আম্মুর দাফন পর্যন্ত ছিল, জানাযায়ও ছিল। আমি কিছু পারিনি বলতে। এখন ও সে আসে আমার আব্বুর কাছে। আমি শুধু ভাবি এরকম একটা জানোয়ারকে কিভাবে আল্লাহ আমার আম্মুর জানাযায় শরীক হতে দিল। কোনোদিন মাফ করিনি আর করব ও না কোনোদিন। ",341,5.0,anonymous,2024-08-26 15:20:05,https://www.facebook.com/61554694872000/posts/122173225034156495,Bangla
956.0,"#956
তুমি আমার জীবনে মেঘের মতো।তোমার ছায়ায় যেমন শান্ত থাকি,তোমার বজ্রপাতে আবার পুড়ে ছাই হয়ে যাই।”

~ Pluto(EEE'22)","তুমি আমার জীবনে মেঘের মতো।তোমার ছায়ায় যেমন শান্ত থাকি,তোমার বজ্রপাতে আবার পুড়ে ছাই হয়ে যাই।” ",33,4.0,Pluto(EEE'22),2024-08-26 09:31:14,https://www.facebook.com/61554694872000/posts/122173163330156495,Bangla
955.0,"#955
স্মরণ করছি ECE-21 এর Sixteen er chipa, ভাইয়ের সাথে পরিচিত হতে যেয়ে কাটানো মুহুর্তগুলো

~anonymous","স্মরণ করছি ECE-21 এর Sixteen er chipa, ভাইয়ের সাথে পরিচিত হতে যেয়ে কাটানো মুহুর্তগুলো ",40,9.0,anonymous,2024-08-26 09:30:47,https://www.facebook.com/61554694872000/posts/122173163276156495,Bangla
947.0,"#947
স্বামী হিসেবে EEE এর ছেলেরাই সেরা 

~anonymous",স্বামী হিসেবে EEE এর ছেলেরাই সেরা  ,427,157.0,anonymous,2024-08-26 06:05:13,https://www.facebook.com/61554694872000/posts/122173110092156495,Bangla
946.0,"#946
আজ আমার মন খারাপ। লালো ভাগছে না।
~বেনসন খালিদ",আজ আমার মন খারাপ। লালো ভাগছে না।,79,4.0,বেনসন খালিদ,2024-08-26 05:00:16,https://www.facebook.com/61554694872000/posts/122173109726156495,Bangla
940.0,"#940
KUET Whispers এই পেজটার গিরগিটির মতো রূপ পালটানো দেখে খুবই মজা লাগছে। শুরুতে ছিলো একটা Ranting পেজ, এরপর হলো Shitposting পেজ, এরপর Expose পেজ এবং বর্তমানে Crush and Confession পেজ। দেখা যাক, কালের পরিক্রমায় এই পেজ থেকে আরো কি কি দেখতে পাবো।😂

P.S. ইসিই ১৮ এর সব মেয়েকে শুভেচ্ছা, একটা George R. R. Martin এর সুপারফ্যান মেয়েকে আই লাভ ইউ 🫰🏻🫶🏻

~anonymous","KUET Whispers এই পেজটার গিরগিটির মতো রূপ পালটানো দেখে খুবই মজা লাগছে। শুরুতে ছিলো একটা Ranting পেজ, এরপর হলো Shitposting পেজ, এরপর Expose পেজ এবং বর্তমানে Crush and Confession পেজ। দেখা যাক, কালের পরিক্রমায় এই পেজ থেকে আরো কি কি দেখতে পাবো।😂  P.S. ইসিই ১৮ এর সব মেয়েকে শুভেচ্ছা, একটা George R. R. Martin এর সুপারফ্যান মেয়েকে আই লাভ ইউ 🫰🏻🫶🏻 ",232,14.0,anonymous,2024-08-25 14:59:56,https://www.facebook.com/61554694872000/posts/122172978302156495,Bangla
939.0,"#939
টার্ম পরীক্ষা আসলেই কি কুয়েটের সব পোলা সেক্সুয়ালি ফ্রাস্ট্রেটেড হয়ে যায় নাকি শুধু আমার সাথের গুলার এমন হয় !!?

‌~anonymous",টার্ম পরীক্ষা আসলেই কি কুয়েটের সব পোলা সেক্সুয়ালি ফ্রাস্ট্রেটেড হয়ে যায় নাকি শুধু আমার সাথের গুলার এমন হয় !!?  ‌~anonymous,239,48.0,,2024-08-25 14:58:52,https://www.facebook.com/61554694872000/posts/122172978158156495,Bangla
938.0,"#938
আপনারা যারা বলতেসেন কুয়েট এ সুন্দরী মেয়ে নাই,আপনারা ইসিই আর আর্কিটেকচার এর মেয়েদের দেখেন :3

~anonymous","আপনারা যারা বলতেসেন কুয়েট এ সুন্দরী মেয়ে নাই,আপনারা ইসিই আর আর্কিটেকচার এর মেয়েদের দেখেন :3 ",515,125.0,anonymous,2024-08-25 13:26:50,https://www.facebook.com/61554694872000/posts/122172962756156495,Bangla
933.0,"#933
#897 ও #908 এর অনুপম ভাই,

আপনি আপনার প্রেয়সীকে দুই বছর হলো ভুলতে পারেন নাই, এখনো ভালোবাসেন। যদি এখন পরিস্থিতি ভালো হয় তাহলে তাকে আপনার মনে লুকিয়ে থাকা কথাটা জানিয়ে দেখুন। সব যদি ঠিক হয় তাহলে তো আলহামদুলিল্লাহ। আর না হলে তাকে ভুলে যান, যেহেতু আপনি ভাগ্যে বিশ্বাস রাখেন। যা হবে আপনার ও তার ভালোর জন্যই হবে, এইটা তো মানেন? এই গোলক ধাঁধায় আটকে থেকে আপনার ভবিষ্যত জীবনসঙ্গীনীর প্রতি অবিচার করছেন নাকি ভেবে দেখবেন। আর যদি সে-ই লেখা থাকে আপনার জন্য, সঠিক সময়ে ঠিকই সে আসবে, তখন নতুন করে আবারো প্রথম থেকে তাকে ভালোবাসবেন‌, ক্ষতি কী?

~not from the author of #901","#897 ও #908 এর অনুপম ভাই,  আপনি আপনার প্রেয়সীকে দুই বছর হলো ভুলতে পারেন নাই, এখনো ভালোবাসেন। যদি এখন পরিস্থিতি ভালো হয় তাহলে তাকে আপনার মনে লুকিয়ে থাকা কথাটা জানিয়ে দেখুন। সব যদি ঠিক হয় তাহলে তো আলহামদুলিল্লাহ। আর না হলে তাকে ভুলে যান, যেহেতু আপনি ভাগ্যে বিশ্বাস রাখেন। যা হবে আপনার ও তার ভালোর জন্যই হবে, এইটা তো মানেন? এই গোলক ধাঁধায় আটকে থেকে আপনার ভবিষ্যত জীবনসঙ্গীনীর প্রতি অবিচার করছেন নাকি ভেবে দেখবেন। আর যদি সে-ই লেখা থাকে আপনার জন্য, সঠিক সময়ে ঠিকই সে আসবে, তখন নতুন করে আবারো প্রথম থেকে তাকে ভালোবাসবেন‌, ক্ষতি কী? ",40,2.0,not from the author of #901,2024-08-25 11:17:10,https://www.facebook.com/61554694872000/posts/122172931532156495,Bangla
931.0,"#931
pension এর আন্দোলনের জন্য ভার্সিটি  অফ দেওয়া হালাল,
বন্যার কারণে ভার্সিটি অফ দেওয়া হারাম। 

 ~বাণীতে KUET Jokers","pension এর আন্দোলনের জন্য ভার্সিটি  অফ দেওয়া হালাল, বন্যার কারণে ভার্সিটি অফ দেওয়া হারাম।  ",176,7.0,বাণীতে KUET Jokers,2024-08-25 09:03:09,https://www.facebook.com/61554694872000/posts/122172888002156495,Bangla
930.0,"#930
সিভিল অনুষদের গলায় মালা
বাকিদের কেনো অবহেলা?

~anonymous(under ME faculty)",সিভিল অনুষদের গলায় মালা বাকিদের কেনো অবহেলা? ,224,22.0,anonymous(under ME faculty),2024-08-25 09:02:18,https://www.facebook.com/61554694872000/posts/122172887888156495,Bangla
929.0,"#929
যৌবনের দ্বিতীয় ভুল কুয়েটে ভর্তি হওয়া। 

~বেনসন খালিদ",যৌবনের দ্বিতীয় ভুল কুয়েটে ভর্তি হওয়া।  ,328,31.0,বেনসন খালিদ,2024-08-25 05:50:37,https://www.facebook.com/61554694872000/posts/122172857180156495,Bangla
927.0,"#927
আজকে ক্লাস হচ্ছে? 

~anonymous",আজকে ক্লাস হচ্ছে?  ,79,12.0,anonymous,2024-08-25 04:46:02,https://www.facebook.com/61554694872000/posts/122172848192156495,Bangla
926.0,"#926
আলহামদুলিল্লাহ, আজকে কুয়েট রেডিওর উদ্যোগে কুয়েটের প্রায় ৪৫ জন স্বেচ্ছাসেবক ছোট ছোট দলে বিভক্ত হয়ে খুলনার বিভিন্ন জায়গা হতে ক্রাউড কালেকশন ক্যাম্পেইনের মাধ্যমে বন্যার্তদের সহায়তার জন্য ৩৬৭৫২ টাকা সংগ্রহ করেছে। কুয়েট রেডিও এই অর্থ TRY এবং আস-সুন্নাহ ফাউন্ডেশনে পৌঁছে দেয়ার সিদ্ধান্ত নিয়েছে।

~anonymous","আলহামদুলিল্লাহ, আজকে কুয়েট রেডিওর উদ্যোগে কুয়েটের প্রায় ৪৫ জন স্বেচ্ছাসেবক ছোট ছোট দলে বিভক্ত হয়ে খুলনার বিভিন্ন জায়গা হতে ক্রাউড কালেকশন ক্যাম্পেইনের মাধ্যমে বন্যার্তদের সহায়তার জন্য ৩৬৭৫২ টাকা সংগ্রহ করেছে। কুয়েট রেডিও এই অর্থ TRY এবং আস-সুন্নাহ ফাউন্ডেশনে পৌঁছে দেয়ার সিদ্ধান্ত নিয়েছে। ",74,1.0,anonymous,2024-08-24 18:31:45,https://www.facebook.com/61554694872000/posts/122172752720156495,Bangla
925.0,"#925
Response to #924

ঐদিন ল্যাব কুইজ অর্ধেক দেওয়ার পরে স্যার এসে বলেন, তোমাদের আজ ছুটি বাড়ি যাও 

~anonymous","Response to #924  ঐদিন ল্যাব কুইজ অর্ধেক দেওয়ার পরে স্যার এসে বলেন, তোমাদের আজ ছুটি বাড়ি যাও  ",87,0.0,anonymous,2024-08-24 13:08:08,https://www.facebook.com/61554694872000/posts/122172699422156495,Bangla
924.0,"#924
দুই বছর আগে তুমুল এক ঝড় বৃষ্টির রাত এর পরের দিন সকালে ক্লাস শেষ করে জানতে পারলাম যে ওইদিন আসলে আমাদের ছুটি দেওয়া হয়েছে।

(Collected)",দুই বছর আগে তুমুল এক ঝড় বৃষ্টির রাত এর পরের দিন সকালে ক্লাস শেষ করে জানতে পারলাম যে ওইদিন আসলে আমাদের ছুটি দেওয়া হয়েছে।  (Collected),215,17.0,,2024-08-24 05:50:59,https://www.facebook.com/61554694872000/posts/122172619742156495,Bangla
923.0,"#923
কাল থেকে কুয়েটের উচিত অনলাইন ক্লাস নেওয়া। যাতে এমন পরিস্থিতিতে যেসব শিক্ষক-শিক্ষিকা ক্লাস নিতে চান,জুমে অ্যানোনিমাসলি তাদের শিক্ষা দেওয়া যায়।ভণ্ডামি করার লিমিট থাকে।

~প্লুটো(EEE'22)","কাল থেকে কুয়েটের উচিত অনলাইন ক্লাস নেওয়া। যাতে এমন পরিস্থিতিতে যেসব শিক্ষক-শিক্ষিকা ক্লাস নিতে চান,জুমে অ্যানোনিমাসলি তাদের শিক্ষা দেওয়া যায়।ভণ্ডামি করার লিমিট থাকে। ",205,9.0,প্লুটো(EEE'22),2024-08-23 17:19:13,https://www.facebook.com/61554694872000/posts/122172519944156495,Bangla
922.0,"#922
হাসিনা ভারতে যাবার পরই মোদি এতো বছরের জমিয়ে রাখা (৯৩ এর পর) পানি একবারে সবটুকু ছেড়ে দিয়েছে। এ ব্যাপারে কুয়েটের পানি বিশেষজ্ঞদের (সিভিল) ধারনা জানতে চাচ্ছিলাম?

~anonymous",হাসিনা ভারতে যাবার পরই মোদি এতো বছরের জমিয়ে রাখা (৯৩ এর পর) পানি একবারে সবটুকু ছেড়ে দিয়েছে। এ ব্যাপারে কুয়েটের পানি বিশেষজ্ঞদের (সিভিল) ধারনা জানতে চাচ্ছিলাম? ,63,1.0,anonymous,2024-08-23 16:29:40,https://www.facebook.com/61554694872000/posts/122172513110156495,Bangla
921.0,"#921
সাম্প্রতিক বন্যা পরিস্থিতি মোকাবেলায় এবং বন্যা পরবর্তী সংকট নিরসনের পদক্ষেপ হিসেবে ""KUET RADIO"" আগামীকাল খুলনা শহরের বিভিন্ন জায়গায় অবস্থান করে ফান্ড কালেকশনের সিদ্ধান্ত নিয়েছে। আপনারা যে কেউ আমাদের সাথে যোগ দিতে পারেন।

Link for registration :

https://docs.google.com/forms/d/e/1FAIpQLSfu9g_uvKdbACcnsVueL--e3ADEd8VhAbGnOfu_ImPTTc3jcw/viewform?usp=sf_link

নতুন বাংলাদেশ গড়ার কারিগর তোহ্ আমরাই।আসুন আমরা সকল  কুয়েটিয়ান এক হয়ে, বন্যার্ত মানুষের পাশে দাঁড়াই। 

বন্যার্ত মানুষদের সার্বিক সাহায্যের জন্য আপনাদের সকলের সহযোগিতা আমাদের কাম্য।","সাম্প্রতিক বন্যা পরিস্থিতি মোকাবেলায় এবং বন্যা পরবর্তী সংকট নিরসনের পদক্ষেপ হিসেবে ""KUET RADIO"" আগামীকাল খুলনা শহরের বিভিন্ন জায়গায় অবস্থান করে ফান্ড কালেকশনের সিদ্ধান্ত নিয়েছে। আপনারা যে কেউ আমাদের সাথে যোগ দিতে পারেন।  Link for registration :  https://docs.google.com/forms/d/e/1FAIpQLSfu9g_uvKdbACcnsVueL--e3ADEd8VhAbGnOfu_ImPTTc3jcw/viewform?usp=sf_link  নতুন বাংলাদেশ গড়ার কারিগর তোহ্ আমরাই।আসুন আমরা সকল  কুয়েটিয়ান এক হয়ে, বন্যার্ত মানুষের পাশে দাঁড়াই।   বন্যার্ত মানুষদের সার্বিক সাহায্যের জন্য আপনাদের সকলের সহযোগিতা আমাদের কাম্য।",40,4.0,,2024-08-23 16:21:52,https://www.facebook.com/61554694872000/posts/122172512336156495,Bangla
918.0,"#918
আমার গার্লফ্রেন্ড ভারতীয়, ফেসবুকে পরিচয়;সেখান থেকে প্রেম । তাঁর বাসা মালদাহ জেলা, পশ্চিমবঙ্গ। ভারত আমাদের উপর পানি ছেড়ে দিছে, এটা নিয়ে পোস্ট দেয়ায় খুবই চেতে আছে আমার উপর। এমত অবস্থায় আমার করনীয় কি?
~নাম প্রকাশে অনিচ্ছুক (ব্যাচ ২ক২০)","আমার গার্লফ্রেন্ড ভারতীয়, ফেসবুকে পরিচয়;সেখান থেকে প্রেম । তাঁর বাসা মালদাহ জেলা, পশ্চিমবঙ্গ। ভারত আমাদের উপর পানি ছেড়ে দিছে, এটা নিয়ে পোস্ট দেয়ায় খুবই চেতে আছে আমার উপর। এমত অবস্থায় আমার করনীয় কি?",760,81.0,নাম প্রকাশে অনিচ্ছুক (ব্যাচ ২ক২০),2024-08-23 13:33:03,https://www.facebook.com/61554694872000/posts/122172476744156495,Bangla
,"কুয়েটিয়ান হিসেবে এমন কাউকে হয়তোবা পাওয়া যাবেনা যারা মোটা মামাকে চিনিনা। তাই আশা করছি যে যেটুক পারবো, হেল্প করবো।","কুয়েটিয়ান হিসেবে এমন কাউকে হয়তোবা পাওয়া যাবেনা যারা মোটা মামাকে চিনিনা। তাই আশা করছি যে যেটুক পারবো, হেল্প করবো।",29,1.0,,2024-08-23 11:46:58,https://www.facebook.com/61554694872000/posts/122172458924156495,Bangla
917.0,"#917
ছেলেগুলা তো জাস্ট আগুন লাগায়া দিলো।
৫০ টাকা মিলরেটে আজকে শুক্রবারে রাজনৈতিক যুগের এনুয়ালফিস্ট দিয়ে দিলো একটা।
মুরগি,পোলাও,হাফ ডিম,খাসির ডাল,সালাদ,লেবু,ডেজার্টে রাখছে মিষ্টি।
বংগ সুপ্রিমেসি।
ইনশাল্লাহ পরিবর্তন আসবেই 

~anonymous","ছেলেগুলা তো জাস্ট আগুন লাগায়া দিলো। ৫০ টাকা মিলরেটে আজকে শুক্রবারে রাজনৈতিক যুগের এনুয়ালফিস্ট দিয়ে দিলো একটা। মুরগি,পোলাও,হাফ ডিম,খাসির ডাল,সালাদ,লেবু,ডেজার্টে রাখছে মিষ্টি। বংগ সুপ্রিমেসি। ইনশাল্লাহ পরিবর্তন আসবেই  ",657,77.0,anonymous,2024-08-23 09:26:42,https://www.facebook.com/61554694872000/posts/122172440936156495,Bangla
